	pident
2141	88.0
2142	88.1
2143	88.1
2144	88.1
2145	88.1
2146	88.1
2147	88.1
2148	88.1
2149	88.1
2150	88.1
2151	88.1
2152	88.1
2153	88.1
2154	88.1
2155	88.1
2156	88.1
2157	88.1
2158	88.1
2159	88.1
2160	88.2
2161	88.2
2162	88.2
2163	88.2
2164	88.2
2165	88.2
2166	88.2
2167	88.2
2168	88.2
2169	88.2
2170	88.2
2171	88.2
2172	88.2
2173	88.2
2174	88.2
2175	88.3
2176	88.3
2177	88.3
2178	88.3
2179	88.3
2180	88.3
2181	88.3
2182	88.3
2183	88.3
2184	88.3
2185	88.3
2186	88.3
2187	88.3
2188	88.4
2189	88.4
2190	88.4
2191	88.4
2192	88.4
2193	88.4
2194	88.4
2195	88.4
2196	88.4
2197	88.4
2198	88.4
2199	88.4
2200	88.4
2201	88.4
2202	88.4
2203	88.4
2204	88.5
2205	88.5
2206	88.5
2207	88.5
2208	88.5
2209	88.5
2210	88.5
2211	88.5
2212	88.5
2213	88.5
2214	88.5
2215	88.5
2216	88.5
2217	88.5
2218	88.5
2219	88.5
2220	88.5
2221	88.5
2222	88.5
2223	88.5
2224	88.5
2225	88.5
2226	88.5
2227	88.6
2228	88.6
2229	88.6
2230	88.6
2231	88.6
2232	88.6
2233	88.6
2234	88.6
2235	88.6
2236	88.6
2237	88.6
2238	88.6
2239	88.6
2240	88.6
2241	88.6
2242	88.6
2243	88.6
2244	88.6
2245	88.6
2246	88.6
2247	88.6
2248	88.6
2249	88.6
2250	88.6
2251	88.6
2252	88.7
2253	88.7
2254	88.7
2255	88.7
2256	88.7
2257	88.7
2258	88.7
2259	88.7
2260	88.7
2261	88.8
2262	88.8
2263	88.8
2264	88.8
2265	88.8
2266	88.8
2267	88.8
2268	88.8
2269	88.8
2270	88.8
2271	88.8
2272	88.8
2273	88.8
2274	88.8
2275	88.8
2276	88.8
2277	88.8
2278	88.8
2279	88.8
2280	88.8
2281	88.8
2282	88.8
2283	88.8
2284	88.8
2285	88.8
2286	88.9
2287	88.9
2288	88.9
2289	88.9
2290	88.9
2291	88.9
2292	88.9
2293	88.9
2294	88.9
2295	88.9
2296	88.9
2297	88.9
2298	88.9
2299	88.9
2300	88.9
2301	88.9
2302	88.9
2303	88.9
2304	88.9
2305	88.9
2306	89.0
2307	89.0
2308	89.0
2309	89.0
2310	89.0
2311	89.0
2312	89.0
2313	89.0
2314	89.0
2315	89.0
2316	89.0
2317	89.0
2318	89.0
2319	89.0
2320	89.0
2321	89.0
2322	89.0
2323	89.0
2324	89.0
2325	89.0
2326	89.0
2327	89.0
2328	89.0
2329	89.0
2330	89.1
2331	89.1
2332	89.1
2333	89.1
2334	89.1
2335	89.1
2336	89.1
2337	89.1
2338	89.1
2339	89.1
2340	89.1
2341	89.1
2342	89.1
2343	89.1
2344	89.1
2345	89.1
2346	89.1
2347	89.1
2348	89.1
2349	89.1
2350	89.1
2351	89.1
2352	89.1
2353	89.1
2354	89.1
2355	89.1
2356	89.1
2357	89.1
2358	89.2
2359	89.2
2360	89.2
2361	89.2
2362	89.2
2363	89.2
2364	89.2
2365	89.2
2366	89.2
2367	89.2
2368	89.2
2369	89.2
2370	89.2
2371	89.2
2372	89.2
2373	89.2
2374	89.2
2375	89.2
2376	89.2
2377	89.2
2378	89.2
2379	89.3
2380	89.3
2381	89.3
2382	89.3
2383	89.3
2384	89.3
2385	89.3
2386	89.3
2387	89.3
2388	89.3
2389	89.3
2390	89.3
2391	89.3
2392	89.3
2393	89.3
2394	89.3
2395	89.3
2396	89.3
2397	89.3
2398	89.3
2399	89.3
2400	89.3
2401	89.3
2402	89.3
2403	89.3
2404	89.3
2405	89.3
2406	89.3
2407	89.4
2408	89.4
2409	89.4
2410	89.4
2411	89.4
2412	89.4
2413	89.4
2414	89.4
2415	89.4
2416	89.4
2417	89.4
2418	89.4
2419	89.4
2420	89.4
2421	89.4
2422	89.4
2423	89.4
2424	89.4
2425	89.4
2426	89.4
2427	89.4
2428	89.4
2429	89.4
2430	89.4
2431	89.4
2432	89.4
2433	89.4
2434	89.4
2435	89.4
2436	89.5
2437	89.5
2438	89.5
2439	89.5
2440	89.5
2441	89.5
2442	89.5
2443	89.5
2444	89.5
2445	89.5
2446	89.5
2447	89.5
2448	89.5
2449	89.5
2450	89.5
2451	89.5
2452	89.5
2453	89.5
2454	89.5
2455	89.5
2456	89.5
2457	89.5
2458	89.6
2459	89.6
2460	89.6
2461	89.6
2462	89.6
2463	89.6
2464	89.6
2465	89.6
2466	89.6
2467	89.6
2468	89.6
2469	89.6
2470	89.6
2471	89.6
2472	89.6
2473	89.6
2474	89.6
2475	89.6
2476	89.6
2477	89.6
2478	89.6
2479	89.6
2480	89.6
2481	89.6
2482	89.6
2483	89.6
2484	89.6
2485	89.6
2486	89.6
2487	89.7
2488	89.7
2489	89.7
2490	89.7
2491	89.7
2492	89.7
2493	89.7
2494	89.7
2495	89.7
2496	89.7
2497	89.7
2498	89.7
2499	89.7
2500	89.7
2501	89.7
2502	89.7
2503	89.7
2504	89.7
2505	89.7
2506	89.7
2507	89.7
2508	89.7
2509	89.7
2510	89.7
2511	89.7
2512	89.8
2513	89.8
2514	89.8
2515	89.8
2516	89.8
2517	89.8
2518	89.8
2519	89.8
2520	89.8
2521	89.8
2522	89.8
2523	89.8
2524	89.8
2525	89.8
2526	89.8
2527	89.8
2528	89.8
2529	89.8
2530	89.8
2531	89.8
2532	89.8
2533	89.8
2534	89.8
2535	89.8
2536	89.9
2537	89.9
2538	89.9
2539	89.9
2540	89.9
2541	89.9
2542	89.9
2543	89.9
2544	89.9
2545	89.9
2546	89.9
2547	89.9
2548	89.9
2549	89.9
2550	89.9
2551	89.9
2552	89.9
2553	89.9
2554	89.9
2555	89.9
2556	89.9
2557	89.9
2558	89.9
2559	89.9
2560	89.9
2561	89.9
2562	89.9
2563	90.0
2564	90.0
2565	90.0
2566	90.0
2567	90.0
2568	90.0
2569	90.0
2570	90.0
2571	90.0
2572	90.0
2573	90.0
2574	90.0
2575	90.0
2576	90.0
2577	90.0
2578	90.0
2579	90.0
2580	90.0
2581	90.0
2582	90.0
2583	90.0
2584	90.1
2585	90.1
2586	90.1
2587	90.1
2588	90.1
2589	90.1
2590	90.1
2591	90.1
2592	90.1
2593	90.1
2594	90.1
2595	90.1
2596	90.1
2597	90.1
2598	90.1
2599	90.1
2600	90.1
2601	90.1
2602	90.1
2603	90.1
2604	90.1
2605	90.1
2606	90.1
2607	90.1
2608	90.1
2609	90.1
2610	90.1
2611	90.1
2612	90.1
2613	90.1
2614	90.1
2615	90.1
2616	90.1
2617	90.1
2618	90.1
2619	90.2
2620	90.2
2621	90.2
2622	90.2
2623	90.2
2624	90.2
2625	90.2
2626	90.2
2627	90.2
2628	90.2
2629	90.2
2630	90.2
2631	90.2
2632	90.2
2633	90.2
2634	90.2
2635	90.2
2636	90.2
2637	90.2
2638	90.2
2639	90.2
2640	90.2
2641	90.2
2642	90.2
2643	90.2
2644	90.2
2645	90.3
2646	90.3
2647	90.3
2648	90.3
2649	90.3
2650	90.3
2651	90.3
2652	90.3
2653	90.3
2654	90.3
2655	90.3
2656	90.3
2657	90.3
2658	90.3
2659	90.3
2660	90.3
2661	90.3
2662	90.3
2663	90.3
2664	90.3
2665	90.3
2666	90.4
2667	90.4
2668	90.4
2669	90.4
2670	90.4
2671	90.4
2672	90.4
2673	90.4
2674	90.4
2675	90.4
2676	90.4
2677	90.4
2678	90.4
2679	90.4
2680	90.4
2681	90.4
2682	90.4
2683	90.4
2684	90.4
2685	90.4
2686	90.4
2687	90.4
2688	90.4
2689	90.4
2690	90.4
2691	90.4
2692	90.4
2693	90.5
2694	90.5
2695	90.5
2696	90.5
2697	90.5
2698	90.5
2699	90.5
2700	90.5
2701	90.5
2702	90.5
2703	90.5
2704	90.5
2705	90.5
2706	90.5
2707	90.5
2708	90.5
2709	90.5
2710	90.5
2711	90.5
2712	90.5
2713	90.5
2714	90.6
2715	90.6
2716	90.6
2717	90.6
2718	90.6
2719	90.6
2720	90.6
2721	90.6
2722	90.6
2723	90.6
2724	90.6
2725	90.6
2726	90.6
2727	90.6
2728	90.6
2729	90.6
2730	90.6
2731	90.6
2732	90.6
2733	90.6
2734	90.6
2735	90.6
2736	90.6
2737	90.6
2738	90.6
2739	90.6
2740	90.6
2741	90.6
2742	90.6
2743	90.6
2744	90.6
2745	90.6
2746	90.6
2747	90.6
2748	90.6
2749	90.6
2750	90.6
2751	90.6
2752	90.6
2753	90.6
2754	90.6
2755	90.6
2756	90.6
2757	90.6
2758	90.6
2759	90.7
2760	90.7
2761	90.7
2762	90.7
2763	90.7
2764	90.7
2765	90.7
2766	90.7
2767	90.7
2768	90.7
2769	90.7
2770	90.7
2771	90.7
2772	90.7
2773	90.7
2774	90.7
2775	90.7
2776	90.7
2777	90.7
2778	90.7
2779	90.7
2780	90.7
2781	90.7
2782	90.7
2783	90.7
2784	90.7
2785	90.7
2786	90.7
2787	90.7
2788	90.7
2789	90.7
2790	90.7
2791	90.7
2792	90.8
2793	90.8
2794	90.8
2795	90.8
2796	90.8
2797	90.8
2798	90.8
2799	90.8
2800	90.8
2801	90.8
2802	90.8
2803	90.8
2804	90.8
2805	90.8
2806	90.8
2807	90.8
2808	90.8
2809	90.8
2810	90.8
2811	90.8
2812	90.8
2813	90.8
2814	90.8
2815	90.9
2816	90.9
2817	90.9
2818	90.9
2819	90.9
2820	90.9
2821	90.9
2822	90.9
2823	90.9
2824	90.9
2825	90.9
2826	90.9
2827	90.9
2828	90.9
2829	90.9
2830	90.9
2831	90.9
2832	90.9
2833	90.9
2834	90.9
2835	90.9
2836	90.9
2837	91.0
2838	91.0
2839	91.0
2840	91.0
2841	91.0
2842	91.0
2843	91.0
2844	91.0
2845	91.0
2846	91.0
2847	91.0
2848	91.0
2849	91.0
2850	91.0
2851	91.0
2852	91.0
2853	91.0
2854	91.0
2855	91.0
2856	91.0
2857	91.0
2858	91.0
2859	91.0
2860	91.0
2861	91.0
2862	91.0
2863	91.0
2864	91.0
2865	91.0
2866	91.0
2867	91.0
2868	91.0
2869	91.0
2870	91.1
2871	91.1
2872	91.1
2873	91.1
2874	91.1
2875	91.1
2876	91.1
2877	91.1
2878	91.1
2879	91.1
2880	91.1
2881	91.1
2882	91.1
2883	91.1
2884	91.1
2885	91.1
2886	91.1
2887	91.1
2888	91.1
2889	91.1
2890	91.1
2891	91.1
2892	91.1
2893	91.1
2894	91.1
2895	91.1
2896	91.1
2897	91.1
2898	91.1
2899	91.1
2900	91.1
2901	91.1
2902	91.1
2903	91.1
2904	91.1
2905	91.1
2906	91.1
2907	91.1
2908	91.1
2909	91.1
2910	91.2
2911	91.2
2912	91.2
2913	91.2
2914	91.2
2915	91.2
2916	91.2
2917	91.2
2918	91.2
2919	91.2
2920	91.2
2921	91.2
2922	91.2
2923	91.2
2924	91.2
2925	91.2
2926	91.2
2927	91.2
2928	91.2
2929	91.2
2930	91.2
2931	91.2
2932	91.2
2933	91.3
2934	91.3
2935	91.3
2936	91.3
2937	91.3
2938	91.3
2939	91.3
2940	91.3
2941	91.3
2942	91.3
2943	91.3
2944	91.3
2945	91.3
2946	91.3
2947	91.3
2948	91.3
2949	91.3
2950	91.3
2951	91.3
2952	91.3
2953	91.3
2954	91.3
2955	91.3
2956	91.3
2957	91.3
2958	91.3
2959	91.3
2960	91.3
2961	91.3
2962	91.3
2963	91.3
2964	91.3
2965	91.3
2966	91.3
2967	91.3
2968	91.3
2969	91.3
2970	91.3
2971	91.3
2972	91.3
2973	91.3
2974	91.3
2975	91.3
2976	91.3
2977	91.3
2978	91.3
2979	91.3
2980	91.3
2981	91.4
2982	91.4
2983	91.4
2984	91.4
2985	91.4
2986	91.4
2987	91.4
2988	91.4
2989	91.4
2990	91.4
2991	91.4
2992	91.4
2993	91.4
2994	91.4
2995	91.4
2996	91.4
2997	91.4
2998	91.4
2999	91.4
3000	91.4
3001	91.4
3002	91.4
3003	91.4
3004	91.4
3005	91.4
3006	91.4
3007	91.4
3008	91.4
3009	91.4
3010	91.4
3011	91.4
3012	91.4
3013	91.4
3014	91.4
3015	91.4
3016	91.4
3017	91.4
3018	91.4
3019	91.4
3020	91.4
3021	91.4
3022	91.4
3023	91.4
3024	91.4
3025	91.5
3026	91.5
3027	91.5
3028	91.5
3029	91.5
3030	91.5
3031	91.5
3032	91.5
3033	91.5
3034	91.5
3035	91.5
3036	91.5
3037	91.5
3038	91.5
3039	91.5
3040	91.5
3041	91.5
3042	91.5
3043	91.5
3044	91.5
3045	91.5
3046	91.5
3047	91.5
3048	91.5
3049	91.5
3050	91.5
3051	91.5
3052	91.5
3053	91.5
3054	91.5
3055	91.5
3056	91.5
3057	91.5
3058	91.6
3059	91.6
3060	91.6
3061	91.6
3062	91.6
3063	91.6
3064	91.6
3065	91.6
3066	91.6
3067	91.6
3068	91.6
3069	91.6
3070	91.6
3071	91.6
3072	91.6
3073	91.6
3074	91.6
3075	91.6
3076	91.6
3077	91.6
3078	91.6
3079	91.6
3080	91.6
3081	91.6
3082	91.6
3083	91.6
3084	91.6
3085	91.6
3086	91.6
3087	91.6
3088	91.6
3089	91.6
3090	91.6
3091	91.6
3092	91.6
3093	91.6
3094	91.6
3095	91.6
3096	91.6
3097	91.6
3098	91.6
3099	91.6
3100	91.6
3101	91.7
3102	91.7
3103	91.7
3104	91.7
3105	91.7
3106	91.7
3107	91.7
3108	91.7
3109	91.7
3110	91.7
3111	91.7
3112	91.7
3113	91.7
3114	91.7
3115	91.7
3116	91.7
3117	91.7
3118	91.7
3119	91.7
3120	91.7
3121	91.7
3122	91.7
3123	91.7
3124	91.7
3125	91.7
3126	91.7
3127	91.7
3128	91.7
3129	91.7
3130	91.7
3131	91.7
3132	91.7
3133	91.7
3134	91.7
3135	91.7
3136	91.7
3137	91.7
3138	91.7
3139	91.7
3140	91.7
3141	91.7
3142	91.7
3143	91.7
3144	91.7
3145	91.7
3146	91.7
3147	91.7
3148	91.8
3149	91.8
3150	91.8
3151	91.8
3152	91.8
3153	91.8
3154	91.8
3155	91.8
3156	91.8
3157	91.8
3158	91.8
3159	91.8
3160	91.8
3161	91.8
3162	91.8
3163	91.8
3164	91.8
3165	91.8
3166	91.8
3167	91.8
3168	91.8
3169	91.9
3170	91.9
3171	91.9
3172	91.9
3173	91.9
3174	91.9
3175	91.9
3176	91.9
3177	91.9
3178	91.9
3179	91.9
3180	91.9
3181	91.9
3182	91.9
3183	91.9
3184	91.9
3185	91.9
3186	91.9
3187	91.9
3188	91.9
3189	91.9
3190	91.9
3191	91.9
3192	91.9
3193	91.9
3194	91.9
3195	91.9
3196	91.9
3197	91.9
3198	91.9
3199	91.9
3200	91.9
3201	91.9
3202	91.9
3203	91.9
3204	91.9
3205	91.9
3206	91.9
3207	91.9
3208	91.9
3209	92.0
3210	92.0
3211	92.0
3212	92.0
3213	92.0
3214	92.0
3215	92.0
3216	92.0
3217	92.0
3218	92.0
3219	92.0
3220	92.0
3221	92.0
3222	92.0
3223	92.0
3224	92.0
3225	92.0
3226	92.0
3227	92.0
3228	92.0
3229	92.0
3230	92.0
3231	92.0
3232	92.0
3233	92.0
3234	92.0
3235	92.0
3236	92.0
3237	92.0
3238	92.0
3239	92.0
3240	92.0
3241	92.0
3242	92.0
3243	92.0
3244	92.0
3245	92.0
3246	92.0
3247	92.0
3248	92.0
3249	92.0
3250	92.0
3251	92.0
3252	92.0
3253	92.0
3254	92.0
3255	92.0
3256	92.0
3257	92.0
3258	92.1
3259	92.1
3260	92.1
3261	92.1
3262	92.1
3263	92.1
3264	92.1
3265	92.1
3266	92.1
3267	92.1
3268	92.1
3269	92.1
3270	92.1
3271	92.1
3272	92.1
3273	92.1
3274	92.1
3275	92.1
3276	92.1
3277	92.1
3278	92.1
3279	92.1
3280	92.1
3281	92.2
3282	92.2
3283	92.2
3284	92.2
3285	92.2
3286	92.2
3287	92.2
3288	92.2
3289	92.2
3290	92.2
3291	92.2
3292	92.2
3293	92.2
3294	92.2
3295	92.2
3296	92.2
3297	92.2
3298	92.2
3299	92.2
3300	92.2
3301	92.2
3302	92.2
3303	92.2
3304	92.2
3305	92.2
3306	92.2
3307	92.2
3308	92.2
3309	92.2
3310	92.2
3311	92.2
3312	92.2
3313	92.2
3314	92.2
3315	92.2
3316	92.2
3317	92.2
3318	92.2
3319	92.2
3320	92.2
3321	92.2
3322	92.2
3323	92.3
3324	92.3
3325	92.3
3326	92.3
3327	92.3
3328	92.3
3329	92.3
3330	92.3
3331	92.3
3332	92.3
3333	92.3
3334	92.3
3335	92.3
3336	92.3
3337	92.3
3338	92.3
3339	92.3
3340	92.3
3341	92.3
3342	92.3
3343	92.3
3344	92.3
3345	92.3
3346	92.3
3347	92.3
3348	92.3
3349	92.3
3350	92.3
3351	92.3
3352	92.3
3353	92.3
3354	92.3
3355	92.3
3356	92.3
3357	92.3
3358	92.3
3359	92.3
3360	92.3
3361	92.3
3362	92.3
3363	92.3
3364	92.3
3365	92.3
3366	92.3
3367	92.3
3368	92.3
3369	92.3
3370	92.4
3371	92.4
3372	92.4
3373	92.4
3374	92.4
3375	92.4
3376	92.4
3377	92.4
3378	92.4
3379	92.4
3380	92.4
3381	92.4
3382	92.4
3383	92.4
3384	92.4
3385	92.4
3386	92.4
3387	92.4
3388	92.4
3389	92.4
3390	92.4
3391	92.4
3392	92.4
3393	92.4
3394	92.4
3395	92.4
3396	92.4
3397	92.4
3398	92.4
3399	92.4
3400	92.4
3401	92.4
3402	92.4
3403	92.4
3404	92.4
3405	92.4
3406	92.4
3407	92.4
3408	92.4
3409	92.4
3410	92.4
3411	92.4
3412	92.5
3413	92.5
3414	92.5
3415	92.5
3416	92.5
3417	92.5
3418	92.5
3419	92.5
3420	92.5
3421	92.5
3422	92.5
3423	92.5
3424	92.5
3425	92.5
3426	92.5
3427	92.5
3428	92.5
3429	92.5
3430	92.5
3431	92.5
3432	92.5
3433	92.5
3434	92.5
3435	92.5
3436	92.5
3437	92.5
3438	92.5
3439	92.5
3440	92.5
3441	92.5
3442	92.5
3443	92.5
3444	92.5
3445	92.5
3446	92.5
3447	92.5
3448	92.5
3449	92.5
3450	92.5
3451	92.5
3452	92.5
3453	92.5
3454	92.5
3455	92.5
3456	92.5
3457	92.5
3458	92.5
3459	92.5
3460	92.5
3461	92.5
3462	92.6
3463	92.6
3464	92.6
3465	92.6
3466	92.6
3467	92.6
3468	92.6
3469	92.6
3470	92.6
3471	92.6
3472	92.6
3473	92.6
3474	92.6
3475	92.6
3476	92.6
3477	92.6
3478	92.6
3479	92.6
3480	92.6
3481	92.6
3482	92.6
3483	92.6
3484	92.6
3485	92.6
3486	92.6
3487	92.6
3488	92.6
3489	92.6
3490	92.6
3491	92.6
3492	92.6
3493	92.6
3494	92.6
3495	92.6
3496	92.6
3497	92.6
3498	92.6
3499	92.6
3500	92.6
3501	92.6
3502	92.6
3503	92.6
3504	92.6
3505	92.6
3506	92.6
3507	92.6
3508	92.6
3509	92.6
3510	92.6
3511	92.6
3512	92.6
3513	92.6
3514	92.6
3515	92.6
3516	92.7
3517	92.7
3518	92.7
3519	92.7
3520	92.7
3521	92.7
3522	92.7
3523	92.7
3524	92.7
3525	92.7
3526	92.7
3527	92.7
3528	92.7
3529	92.7
3530	92.7
3531	92.7
3532	92.7
3533	92.7
3534	92.7
3535	92.7
3536	92.7
3537	92.7
3538	92.7
3539	92.7
3540	92.7
3541	92.7
3542	92.7
3543	92.7
3544	92.7
3545	92.7
3546	92.7
3547	92.7
3548	92.7
3549	92.7
3550	92.7
3551	92.7
3552	92.7
3553	92.7
3554	92.7
3555	92.7
3556	92.7
3557	92.7
3558	92.7
3559	92.7
3560	92.7
3561	92.7
3562	92.7
3563	92.8
3564	92.8
3565	92.8
3566	92.8
3567	92.8
3568	92.8
3569	92.8
3570	92.8
3571	92.8
3572	92.8
3573	92.8
3574	92.8
3575	92.8
3576	92.8
3577	92.8
3578	92.8
3579	92.8
3580	92.8
3581	92.8
3582	92.8
3583	92.8
3584	92.8
3585	92.8
3586	92.8
3587	92.8
3588	92.8
3589	92.8
3590	92.8
3591	92.8
3592	92.8
3593	92.8
3594	92.8
3595	92.8
3596	92.8
3597	92.8
3598	92.8
3599	92.8
3600	92.8
3601	92.8
3602	92.8
3603	92.8
3604	92.8
3605	92.8
3606	92.8
3607	92.8
3608	92.8
3609	92.8
3610	92.8
3611	92.8
3612	92.8
3613	92.8
3614	92.8
3615	92.8
3616	92.9
3617	92.9
3618	92.9
3619	92.9
3620	92.9
3621	92.9
3622	92.9
3623	92.9
3624	92.9
3625	92.9
3626	92.9
3627	92.9
3628	92.9
3629	92.9
3630	92.9
3631	92.9
3632	92.9
3633	92.9
3634	92.9
3635	92.9
3636	92.9
3637	92.9
3638	92.9
3639	92.9
3640	92.9
3641	92.9
3642	92.9
3643	92.9
3644	92.9
3645	92.9
3646	92.9
3647	92.9
3648	92.9
3649	92.9
3650	92.9
3651	92.9
3652	92.9
3653	92.9
3654	92.9
3655	92.9
3656	92.9
3657	92.9
3658	92.9
3659	92.9
3660	92.9
3661	92.9
3662	92.9
3663	92.9
3664	92.9
3665	92.9
3666	92.9
3667	92.9
3668	92.9
3669	92.9
3670	92.9
3671	92.9
3672	92.9
3673	92.9
3674	92.9
3675	92.9
3676	92.9
3677	92.9
3678	92.9
3679	93.0
3680	93.0
3681	93.0
3682	93.0
3683	93.0
3684	93.0
3685	93.0
3686	93.0
3687	93.0
3688	93.0
3689	93.0
3690	93.0
3691	93.0
3692	93.0
3693	93.0
3694	93.0
3695	93.0
3696	93.0
3697	93.0
3698	93.0
3699	93.0
3700	93.0
3701	93.0
3702	93.0
3703	93.0
3704	93.0
3705	93.0
3706	93.0
3707	93.0
3708	93.0
3709	93.0
3710	93.0
3711	93.0
3712	93.0
3713	93.0
3714	93.0
3715	93.0
3716	93.0
3717	93.0
3718	93.0
3719	93.0
3720	93.0
3721	93.0
3722	93.0
3723	93.1
3724	93.1
3725	93.1
3726	93.1
3727	93.1
3728	93.1
3729	93.1
3730	93.1
3731	93.1
3732	93.1
3733	93.1
3734	93.1
3735	93.1
3736	93.1
3737	93.1
3738	93.1
3739	93.1
3740	93.1
3741	93.1
3742	93.1
3743	93.1
3744	93.1
3745	93.1
3746	93.1
3747	93.1
3748	93.1
3749	93.1
3750	93.1
3751	93.1
3752	93.1
3753	93.1
3754	93.1
3755	93.1
3756	93.1
3757	93.1
3758	93.1
3759	93.1
3760	93.1
3761	93.1
3762	93.1
3763	93.1
3764	93.1
3765	93.1
3766	93.2
3767	93.2
3768	93.2
3769	93.2
3770	93.2
3771	93.2
3772	93.2
3773	93.2
3774	93.2
3775	93.2
3776	93.2
3777	93.2
3778	93.2
3779	93.2
3780	93.2
3781	93.2
3782	93.2
3783	93.2
3784	93.2
3785	93.2
3786	93.2
3787	93.2
3788	93.2
3789	93.2
3790	93.2
3791	93.2
3792	93.2
3793	93.2
3794	93.2
3795	93.2
3796	93.2
3797	93.2
3798	93.2
3799	93.2
3800	93.2
3801	93.2
3802	93.2
3803	93.2
3804	93.2
3805	93.2
3806	93.2
3807	93.2
3808	93.2
3809	93.2
3810	93.2
3811	93.2
3812	93.2
3813	93.2
3814	93.2
3815	93.2
3816	93.2
3817	93.2
3818	93.2
3819	93.2
3820	93.2
3821	93.2
3822	93.2
3823	93.2
3824	93.2
3825	93.2
3826	93.2
3827	93.2
3828	93.2
3829	93.3
3830	93.3
3831	93.3
3832	93.3
3833	93.3
3834	93.3
3835	93.3
3836	93.3
3837	93.3
3838	93.3
3839	93.3
3840	93.3
3841	93.3
3842	93.3
3843	93.3
3844	93.3
3845	93.3
3846	93.3
3847	93.3
3848	93.3
3849	93.3
3850	93.3
3851	93.3
3852	93.3
3853	93.3
3854	93.3
3855	93.3
3856	93.3
3857	93.3
3858	93.3
3859	93.3
3860	93.3
3861	93.3
3862	93.3
3863	93.3
3864	93.3
3865	93.3
3866	93.3
3867	93.3
3868	93.3
3869	93.3
3870	93.3
3871	93.3
3872	93.3
3873	93.3
3874	93.3
3875	93.3
3876	93.3
3877	93.3
3878	93.3
3879	93.3
3880	93.3
3881	93.3
3882	93.4
3883	93.4
3884	93.4
3885	93.4
3886	93.4
3887	93.4
3888	93.4
3889	93.4
3890	93.4
3891	93.4
3892	93.4
3893	93.4
3894	93.4
3895	93.4
3896	93.4
3897	93.4
3898	93.4
3899	93.4
3900	93.4
3901	93.4
3902	93.4
3903	93.4
3904	93.4
3905	93.4
3906	93.4
3907	93.4
3908	93.4
3909	93.4
3910	93.4
3911	93.4
3912	93.4
3913	93.4
3914	93.4
3915	93.4
3916	93.4
3917	93.4
3918	93.4
3919	93.4
3920	93.4
3921	93.4
3922	93.4
3923	93.4
3924	93.4
3925	93.4
3926	93.4
3927	93.4
3928	93.4
3929	93.4
3930	93.4
3931	93.4
3932	93.4
3933	93.4
3934	93.4
3935	93.4
3936	93.5
3937	93.5
3938	93.5
3939	93.5
3940	93.5
3941	93.5
3942	93.5
3943	93.5
3944	93.5
3945	93.5
3946	93.5
3947	93.5
3948	93.5
3949	93.5
3950	93.5
3951	93.5
3952	93.5
3953	93.5
3954	93.5
3955	93.5
3956	93.5
3957	93.5
3958	93.5
3959	93.5
3960	93.5
3961	93.5
3962	93.5
3963	93.5
3964	93.5
3965	93.5
3966	93.5
3967	93.5
3968	93.5
3969	93.5
3970	93.5
3971	93.5
3972	93.5
3973	93.5
3974	93.5
3975	93.5
3976	93.5
3977	93.5
3978	93.5
3979	93.5
3980	93.5
3981	93.5
3982	93.5
3983	93.5
3984	93.5
3985	93.5
3986	93.5
3987	93.5
3988	93.5
3989	93.5
3990	93.5
3991	93.5
3992	93.5
3993	93.5
3994	93.5
3995	93.5
3996	93.5
3997	93.5
3998	93.5
3999	93.5
4000	93.5
4001	93.5
4002	93.5
4003	93.5
4004	93.5
4005	93.5
4006	93.5
4007	93.6
4008	93.6
4009	93.6
4010	93.6
4011	93.6
4012	93.6
4013	93.6
4014	93.6
4015	93.6
4016	93.6
4017	93.6
4018	93.6
4019	93.6
4020	93.6
4021	93.6
4022	93.6
4023	93.6
4024	93.6
4025	93.6
4026	93.6
4027	93.6
4028	93.6
4029	93.6
4030	93.6
4031	93.6
4032	93.6
4033	93.6
4034	93.6
4035	93.6
4036	93.6
4037	93.6
4038	93.6
4039	93.6
4040	93.6
4041	93.6
4042	93.6
4043	93.6
4044	93.6
4045	93.6
4046	93.6
4047	93.6
4048	93.6
4049	93.6
4050	93.6
4051	93.6
4052	93.6
4053	93.6
4054	93.6
4055	93.6
4056	93.6
4057	93.6
4058	93.6
4059	93.6
4060	93.6
4061	93.6
4062	93.6
4063	93.6
4064	93.6
4065	93.6
4066	93.6
4067	93.6
4068	93.6
4069	93.6
4070	93.6
4071	93.6
4072	93.6
4073	93.7
4074	93.7
4075	93.7
4076	93.7
4077	93.7
4078	93.7
4079	93.7
4080	93.7
4081	93.7
4082	93.7
4083	93.7
4084	93.7
4085	93.7
4086	93.7
4087	93.7
4088	93.7
4089	93.7
4090	93.7
4091	93.7
4092	93.7
4093	93.7
4094	93.7
4095	93.7
4096	93.7
4097	93.7
4098	93.7
4099	93.7
4100	93.7
4101	93.7
4102	93.7
4103	93.7
4104	93.7
4105	93.7
4106	93.7
4107	93.7
4108	93.7
4109	93.7
4110	93.7
4111	93.7
4112	93.7
4113	93.7
4114	93.7
4115	93.7
4116	93.7
4117	93.7
4118	93.7
4119	93.7
4120	93.7
4121	93.7
4122	93.7
4123	93.7
4124	93.7
4125	93.7
4126	93.7
4127	93.7
4128	93.7
4129	93.7
4130	93.7
4131	93.7
4132	93.7
4133	93.7
4134	93.7
4135	93.7
4136	93.8
4137	93.8
4138	93.8
4139	93.8
